job-x;javax.crypto.Cipher;insecure/condition/key
job-x;javax.crypto.Cipher;insecure/condition/transformation
job-x;javax.crypto.Cipher;insecure/condition/key
job-x;java.security.MessageDigest;insecure/condition/transformation
job-x;java.security.MessageDigest;insecure/condition/transformation
job-x;java.security.Signature;insecure/condition/transformation
job-x;javax.crypto.Cipher;insecure/condition/transformation
job-x;javax.crypto.Cipher;insecure/condition/key
job-x;javax.crypto.Cipher;insecure/condition/key
job-x;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
job-x;javax.crypto.Cipher;insecure/condition/transformation
job-x;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
job-x;javax.crypto.Cipher;insecure/condition/transformation
lucene-solr;java.security.Signature;insecure/condition/transformation
lucene-solr;java.security.MessageDigest;insecure/condition/transformation
lucene-solr;javax.crypto.Cipher;insecure/condition/transformation
lucene-solr;javax.crypto.Cipher;insecure/condition/transformation
mpush;java.security.Signature;insecure/condition/transformation
mpush;java.security.Signature;insecure/condition/transformation
mpush;java.security.MessageDigest;insecure/condition/transformation
mpush;java.security.MessageDigest;insecure/condition/transformation
mpush;java.security.MessageDigest;insecure/condition/transformation
mpush;java.security.MessageDigest;insecure/condition/transformation
mpush;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
my-blog;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
my-blog;javax.crypto.Cipher;insecure/condition/transformation
my-blog;javax.crypto.Cipher;insecure/condition/key
my-blog;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
my-blog;javax.crypto.Cipher;insecure/condition/transformation
my-blog;javax.crypto.Cipher;insecure/condition/key
my-blog;java.security.MessageDigest;insecure/condition/transformation
nettygameserver;javax.crypto.spec.PBEKeySpec;insecure/condition/iteration_count
nettygameserver;javax.crypto.Cipher;insecure/condition/transformation
nettygameserver;javax.crypto.Cipher;insecure/condition/transformation
nettygameserver;java.security.MessageDigest;insecure/condition/transformation
openzaly;javax.crypto.Cipher;insecure/condition/transformation
openzaly;javax.crypto.Cipher;insecure/condition/transformation
pig;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
pig;javax.crypto.Cipher;insecure/condition/transformation
pig;javax.crypto.spec.IvParameterSpec;insecure/condition/randomization
pig;javax.crypto.Cipher;insecure/condition/key
protools;javax.crypto.spec.PBEParameterSpec;insecure/condition/iteration_count
protools;javax.crypto.spec.PBEParameterSpec;insecure/condition/iteration_count
protools;javax.crypto.SecretKeyFactory;insecure/condition/transformation
protools;javax.crypto.Cipher;insecure/condition/transformation
protools;javax.crypto.Cipher;insecure/condition/transformation
protools;javax.crypto.SecretKeyFactory;insecure/condition/transformation
protools;javax.crypto.Cipher;insecure/condition/transformation
protools;javax.crypto.Cipher;insecure/condition/transformation
public-cms;javax.crypto.Cipher;insecure/condition/transformation
public-cms;javax.crypto.SecretKeyFactory;insecure/condition/transformation
public-cms;javax.crypto.Cipher;insecure/condition/key
public-cms;javax.crypto.SecretKeyFactory;insecure/condition/transformation
public-cms;javax.crypto.Cipher;insecure/condition/transformation
public-cms;javax.crypto.Cipher;insecure/condition/key
public-cms;java.security.Signature;insecure/condition/transformation
public-cms;java.security.Signature;insecure/condition/transformation
public-cms;java.security.MessageDigest;insecure/condition/transformation
saturn-console-api;java.security.MessageDigest;insecure/condition/transformation
saturn-console-core;java.security.MessageDigest;insecure/condition/transformation
smart;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
smart;javax.crypto.spec.IvParameterSpec;insecure/condition/randomization
smart;javax.crypto.Cipher;insecure/condition/IV
smart;javax.crypto.Cipher;insecure/condition/key
smart;javax.crypto.spec.IvParameterSpec;insecure/condition/randomization
smart;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
smart;javax.crypto.Cipher;insecure/condition/key
smart;java.security.MessageDigest;insecure/condition/transformation
spring-boot-quick;java.security.MessageDigest;insecure/condition/transformation
spring-boot-quick;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
spring-boot-student;javax.crypto.Cipher;insecure/condition/transformation
spring-boot-student;javax.crypto.Cipher;insecure/condition/transformation
spring-boot-student;javax.crypto.Cipher;insecure/condition/transformation
spring-boot-student;javax.crypto.Cipher;insecure/condition/transformation
spring-boot-student;java.security.MessageDigest;insecure/condition/transformation
spring-boot-student;java.security.MessageDigest;insecure/condition/transformation
symmetric-ds;javax.crypto.spec.PBEParameterSpec;insecure/condition/iteration_count
symmetric-ds;javax.crypto.spec.PBEParameterSpec;insecure/condition/randomization
symmetric-ds;javax.crypto.spec.PBEParameterSpec;insecure/condition/randomization
telegram-server;javax.crypto.Cipher;insecure/condition/transformation
telegram-server;java.security.MessageDigest;insecure/condition/transformation
telegram-server;java.security.MessageDigest;insecure/condition/transformation
telegram-server;java.security.MessageDigest;insecure/condition/transformation
telegram-server;java.security.MessageDigest;insecure/condition/transformation
telegram-server;java.security.MessageDigest;insecure/condition/transformation
telegram-server;javax.crypto.Cipher;insecure/condition/transformation
telegram-server;javax.crypto.Cipher;insecure/condition/transformation
telegram-server;java.security.MessageDigest;insecure/condition/transformation
tls-attacker;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
tls-attacker;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
tls-attacker;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
tls-attacker;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
tls-attacker;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
tls-attacker;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
tls-attacker;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
tls-attacker;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
tls-attacker;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
tls-attacker;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
vjtools;javax.crypto.Cipher;insecure/condition/transformation
vjtools;javax.crypto.KeyGenerator;insecure/condition/transformation
whatsmars;javax.crypto.Cipher;insecure/condition/transformation
whatsmars;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
whatsmars;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
whatsmars;javax.crypto.Cipher;insecure/condition/key
whatsmars;javax.crypto.KeyGenerator;insecure/condition/transformation
whatsmars;javax.crypto.Cipher;insecure/condition/key
whatsmars;javax.crypto.Cipher;insecure/condition/transformation
whatsmars;javax.crypto.Cipher;insecure/condition/key
whatsmars;javax.crypto.Cipher;insecure/condition/transformation
whatsmars;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
whatsmars;javax.crypto.Cipher;insecure/condition/key
whatsmars;javax.crypto.spec.SecretKeySpec;insecure/condition/randomization
whatsmars;javax.crypto.Cipher;insecure/condition/transformation
zheng;javax.crypto.Cipher;insecure/condition/transformation
zheng;javax.crypto.Cipher;insecure/condition/transformation
zheng;java.security.MessageDigest;insecure/condition/transformation
